Sredni czas oczekiwania: 41.4
pNumber,burstTime,arrivalTime,waitingTime,endTime
0,2,0,0,2,
1,15,0,2,17,
2,3,0,17,20,
3,3,0,20,23,
4,15,0,23,38,
5,16,0,38,54,
6,18,0,54,72,
7,18,0,72,90,
8,8,0,90,98,
9,16,0,98,114,
