Sredni czas oczekiwania: 35.1
pNumber,burstTime,arrivalTime,waitingTime,endTime
6,4,1,0,5,
7,11,6,0,17,
0,14,10,7,31,
3,11,11,20,42,
2,14,13,29,56,
5,11,14,42,67,
8,6,14,53,73,
4,5,16,57,78,
9,22,17,61,100,
1,14,18,82,114,
