Sredni czas oczekiwania: 39.1
pNumber,burstTime,arrivalTime,waitingTime,endTime
0,5,0,0,5,
1,5,0,5,10,
2,13,0,10,23,
3,13,0,23,36,
4,5,0,36,41,
5,8,0,41,49,
6,19,0,49,68,
7,11,0,68,79,
8,1,0,79,80,
9,9,0,80,89,
