Sredni czas oczekiwania: 4960.109
pNumber,burstTime,arrivalTime,waitingTime,endTime
184,19,72,1495,1586,
781,8,72,1514,1594,
927,11,72,1522,1605,
69,18,73,1532,1623,
74,14,74,1549,1637,
846,16,74,1563,1653,
900,16,75,1578,1669,
981,3,75,1594,1672,
289,18,76,1596,1690,
708,12,76,1614,1702,
53,10,77,1625,1712,
230,9,77,1635,1721,
583,14,77,1644,1735,
988,3,77,1658,1738,
433,6,78,1660,1744,
205,8,80,1664,1752,
276,9,80,1672,1761,
683,7,80,1681,1768,
857,16,80,1688,1784,
833,1,83,1701,1785,
464,10,84,1701,1795,
94,1,86,1709,1796,
18,3,87,1709,1799,
29,16,87,1712,1815,
134,17,87,1728,1832,
258,2,88,1744,1834,
334,15,88,1746,1849,
805,16,88,1761,1865,
242,3,90,1775,1868,
142,11,91,1777,1879,
150,6,91,1788,1885,
387,8,91,1794,1893,
717,13,91,1802,1906,
28,10,92,1814,1916,
327,19,92,1824,1935,
692,10,92,1843,1945,
34,19,93,1852,1964,
776,16,93,1871,1980,
275,18,95,1885,1998,
431,18,95,1903,2016,
350,15,96,1920,2031,
712,14,96,1935,2045,
939,7,97,1948,2052,
362,7,98,1954,2059,
422,16,98,1961,2075,
836,13,98,1977,2088,
72,12,99,1989,2100,
470,19,99,2001,2119,
507,1,99,2020,2120,
278,19,100,2020,2139,
383,15,100,2039,2154,
568,17,101,2053,2171,
631,19,101,2070,2190,
633,14,101,2089,2204,
694,6,101,2103,2210,
166,6,102,2108,2216,
217,7,102,2114,2223,
163,18,103,2120,2241,
524,8,103,2138,2249,
954,13,103,2146,2262,
288,8,104,2158,2270,
474,19,104,2166,2289,
587,10,104,2185,2299,
716,6,104,2195,2305,
56,7,105,2200,2312,
926,10,105,2207,2322,
42,2,106,2216,2324,
145,19,106,2218,2343,
999,7,106,2237,2350,
228,18,107,2243,2368,
302,13,107,2261,2381,
684,7,107,2274,2388,
254,13,108,2280,2401,
466,13,108,2293,2414,
607,18,108,2306,2432,
404,4,111,2321,2436,
324,11,112,2324,2447,
895,15,113,2334,2462,
87,4,114,2348,2466,
594,19,114,2352,2485,
762,15,114,2371,2500,
983,12,114,2386,2512,
363,16,115,2397,2528,
67,9,116,2412,2537,
236,12,116,2421,2549,
120,1,117,2432,2550,
293,12,117,2433,2562,
453,14,117,2445,2576,
589,13,117,2459,2589,
549,10,119,2470,2599,
195,16,121,2478,2615,
928,1,121,2494,2616,
608,17,122,2494,2633,
720,11,122,2511,2644,
117,11,124,2520,2655,
449,12,124,2531,2667,
284,7,126,2541,2674,
671,9,126,2548,2683,
845,10,126,2557,2693,
944,5,126,2567,2698,
0,6,127,2571,2704,
144,17,127,2577,2721,
183,8,128,2593,2729,
489,10,128,2601,2739,
247,17,129,2610,2756,
346,8,129,2627,2764,
982,8,129,2635,2772,
30,17,130,2642,2789,
43,9,130,2659,2798,
600,7,130,2668,2805,
234,1,131,2674,2806,
358,7,132,2674,2813,
450,7,132,2681,2820,
263,2,133,2687,2822,
414,1,133,2689,2823,
688,10,133,2690,2833,
799,3,133,2700,2836,
930,11,133,2703,2847,
809,19,134,2713,2866,
119,3,135,2731,2869,
123,18,135,2734,2887,
552,10,136,2751,2897,
843,19,137,2760,2916,
949,10,137,2779,2926,
51,9,138,2788,2935,
104,13,138,2797,2948,
235,11,138,2810,2959,
429,7,139,2820,2966,
159,19,140,2826,2985,
522,9,141,2844,2994,
590,11,141,2853,3005,
40,2,142,2863,3007,
153,8,142,2865,3015,
862,2,142,2873,3017,
958,9,142,2875,3026,
765,9,144,2882,3035,
991,19,145,2890,3054,
611,3,146,2908,3057,
458,2,147,2910,3059,
687,17,147,2912,3076,
830,13,147,2929,3089,
351,8,148,2941,3097,
719,2,148,2949,3099,
467,17,149,2950,3116,
870,11,149,2967,3127,
181,14,150,2977,3141,
170,16,151,2990,3157,
424,4,151,3006,3161,
613,16,151,3010,3177,
672,7,152,3025,3184,
794,7,152,3032,3191,
61,10,153,3038,3201,
194,17,153,3048,3218,
281,16,153,3065,3234,
63,7,154,3080,3241,
267,9,154,3087,3250,
738,18,155,3095,3268,
872,11,155,3113,3279,
919,4,155,3124,3283,
88,15,156,3127,3298,
540,7,156,3142,3305,
186,3,157,3148,3308,
406,19,157,3151,3327,
92,12,158,3169,3339,
330,13,158,3181,3352,
860,7,158,3194,3359,
75,4,159,3200,3363,
65,11,160,3203,3374,
333,16,160,3214,3390,
172,9,161,3229,3399,
801,16,161,3238,3415,
503,17,162,3253,3432,
541,16,162,3270,3448,
409,7,163,3285,3455,
581,3,163,3292,3458,
314,2,164,3294,3460,
488,12,165,3295,3472,
997,11,165,3307,3483,
125,8,167,3316,3491,
312,16,167,3324,3507,
328,14,167,3340,3521,
515,7,167,3354,3528,
543,17,167,3361,3545,
673,11,167,3378,3556,
752,12,167,3389,3568,
979,5,168,3400,3573,
269,10,169,3404,3583,
89,1,170,3413,3584,
81,6,171,3413,3590,
216,5,171,3419,3595,
187,6,172,3423,3601,
743,7,172,3429,3608,
882,14,172,3436,3622,
718,17,173,3449,3639,
733,6,173,3466,3645,
821,3,173,3472,3648,
940,2,175,3473,3650,
214,6,176,3474,3656,
253,19,176,3480,3675,
301,14,176,3499,3689,
432,15,176,3513,3704,
559,13,176,3528,3717,
858,18,176,3541,3735,
879,17,176,3559,3752,
410,12,177,3575,3764,
476,15,178,3586,3779,
518,8,178,3601,3787,
938,5,178,3609,3792,
992,15,178,3614,3807,
55,18,179,3628,3825,
626,10,179,3646,3835,
810,5,179,3656,3840,
922,6,179,3661,3846,
226,11,181,3665,3857,
434,6,182,3675,3863,
659,9,182,3681,3872,
110,10,183,3689,3882,
728,7,183,3699,3889,
804,5,184,3705,3894,
528,10,185,3709,3904,
827,5,185,3719,3909,
306,17,186,3723,3926,
770,12,187,3739,3938,
842,7,188,3750,3945,
721,6,189,3756,3951,
750,8,189,3762,3959,
215,18,191,3768,3977,
320,18,191,3786,3995,
667,15,191,3804,4010,
865,18,191,3819,4028,
786,17,192,3836,4045,
853,8,192,3853,4053,
308,11,194,3859,4064,
397,2,194,3870,4066,
713,14,195,3871,4080,
394,10,196,3884,4090,
574,13,196,3894,4103,
650,13,196,3907,4116,
875,10,196,3920,4126,
185,13,197,3929,4139,
516,2,197,3942,4141,
678,19,197,3944,4160,
742,5,197,3963,4165,
903,17,198,3967,4182,
388,5,199,3983,4187,
118,15,200,3987,4202,
179,16,200,4002,4218,
625,19,200,4018,4237,
756,2,200,4037,4239,
341,19,202,4037,4258,
523,10,203,4055,4268,
140,3,205,4063,4271,
447,13,205,4066,4284,
642,15,205,4079,4299,
986,4,205,4094,4303,
881,5,206,4097,4308,
35,19,207,4101,4327,
421,15,207,4120,4342,
815,8,207,4135,4350,
912,19,207,4143,4369,
343,4,208,4161,4373,
704,19,208,4165,4392,
335,17,209,4183,4409,
788,9,209,4200,4418,
789,8,210,4208,4426,
4,1,211,4215,4427,
354,5,211,4216,4432,
834,1,211,4221,4433,
372,4,213,4220,4437,
415,12,213,4224,4449,
513,8,213,4236,4457,
767,13,213,4244,4470,
151,4,214,4256,4474,
941,15,216,4258,4489,
976,3,216,4273,4492,
298,15,217,4275,4507,
506,16,217,4290,4523,
508,11,217,4306,4534,
623,11,217,4317,4545,
886,8,217,4328,4553,
197,18,218,4335,4571,
646,2,218,4353,4573,
734,10,218,4355,4583,
300,17,219,4364,4600,
168,1,220,4380,4601,
340,2,220,4381,4603,
681,12,220,4383,4615,
739,13,220,4395,4628,
948,2,220,4408,4630,
505,8,222,4408,4638,
702,16,222,4416,4654,
946,3,223,4431,4657,
16,6,224,4433,4663,
135,4,224,4439,4667,
374,3,224,4443,4670,
165,14,226,4444,4684,
279,19,226,4458,4703,
685,6,226,4477,4709,
831,9,226,4483,4718,
398,4,227,4491,4722,
124,16,228,4494,4738,
157,18,228,4510,4756,
390,1,228,4528,4757,
438,4,228,4529,4761,
878,18,228,4533,4779,
353,4,229,4550,4783,
763,7,229,4554,4790,
951,2,229,4561,4792,
7,1,230,4562,4793,
211,19,230,4563,4812,
570,12,230,4582,4824,
740,16,230,4594,4840,
880,9,231,4609,4849,
485,14,232,4617,4863,
837,10,232,4631,4873,
840,18,232,4641,4891,
966,8,232,4659,4899,
551,4,233,4666,4903,
336,8,234,4669,4911,
578,3,234,4677,4914,
745,12,234,4680,4926,
24,15,235,4691,4941,
246,7,235,4706,4948,
504,1,235,4713,4949,
866,14,235,4714,4963,
146,6,236,4727,4969,
497,13,236,4733,4982,
945,12,236,4746,4994,
962,14,236,4758,5008,
469,15,238,4770,5023,
546,2,238,4785,5025,
425,19,239,4786,5044,
442,2,239,4805,5046,
727,11,240,4806,5057,
891,5,240,4817,5062,
931,9,240,4822,5071,
950,5,240,4831,5076,
91,6,241,4835,5082,
132,4,241,4841,5086,
309,6,241,4845,5092,
899,17,241,4851,5109,
49,10,243,4866,5119,
561,4,243,4876,5123,
201,18,244,4879,5141,
665,15,244,4897,5156,
917,13,244,4912,5169,
565,10,246,4923,5179,
575,9,246,4933,5188,
838,15,246,4942,5203,
847,8,247,4956,5211,
901,5,247,4964,5216,
386,8,248,4968,5224,
323,5,249,4975,5229,
616,12,249,4980,5241,
829,9,249,4992,5250,
17,2,251,4999,5252,
70,8,251,5001,5260,
911,17,251,5009,5277,
265,5,252,5025,5282,
749,7,253,5029,5289,
525,14,254,5035,5303,
793,14,254,5049,5317,
291,12,255,5062,5329,
304,18,255,5074,5347,
6,13,256,5091,5360,
76,16,257,5103,5376,
563,17,257,5119,5393,
935,5,257,5136,5398,
15,9,259,5139,5407,
737,13,259,5148,5420,
906,13,260,5160,5433,
126,4,264,5169,5437,
303,5,264,5173,5442,
352,6,264,5178,5448,
664,6,264,5184,5454,
224,2,265,5189,5456,
693,16,265,5191,5472,
526,15,266,5206,5487,
839,3,266,5221,5490,
262,19,267,5223,5509,
538,14,267,5242,5523,
604,11,267,5256,5534,
610,6,267,5267,5540,
796,10,267,5273,5550,
933,1,267,5283,5551,
401,14,268,5283,5565,
619,4,268,5297,5569,
198,1,269,5300,5570,
238,8,270,5300,5578,
391,3,270,5308,5581,
993,2,271,5310,5583,
39,2,272,5311,5585,
101,18,272,5313,5603,
411,8,272,5331,5611,
5,15,273,5338,5626,
529,11,273,5353,5637,
936,11,273,5364,5648,
959,11,273,5375,5659,
268,8,274,5385,5667,
213,18,275,5392,5685,
207,8,276,5409,5693,
861,9,276,5417,5702,
534,4,277,5425,5706,
674,10,277,5429,5716,
614,16,278,5438,5732,
571,17,279,5453,5749,
816,6,279,5470,5755,
471,12,280,5475,5767,
812,8,280,5487,5775,
902,6,280,5495,5781,
128,9,281,5500,5790,
310,19,281,5509,5809,
759,13,281,5528,5822,
826,4,281,5541,5826,
204,15,282,5544,5841,
274,16,282,5559,5857,
389,2,282,5575,5859,
519,10,282,5577,5869,
23,16,284,5585,5885,
225,14,284,5601,5899,
560,2,284,5615,5901,
668,9,285,5616,5910,
22,17,286,5624,5927,
634,3,287,5640,5930,
792,15,287,5643,5945,
784,14,288,5657,5959,
283,9,289,5670,5968,
367,13,289,5679,5981,
182,9,290,5691,5990,
93,19,291,5699,6009,
139,15,291,5718,6024,
199,7,291,5733,6031,
13,3,293,5738,6034,
62,18,293,5741,6052,
370,4,293,5759,6056,
364,1,295,5761,6057,
887,7,295,5762,6064,
360,12,296,5768,6076,
980,12,296,5780,6088,
630,1,297,5791,6089,
904,4,297,5792,6093,
219,3,299,5794,6096,
299,13,299,5797,6109,
249,18,300,5809,6127,
465,3,301,5826,6130,
698,12,301,5829,6142,
14,15,302,5840,6157,
41,7,302,5855,6164,
741,2,302,5862,6166,
677,17,303,5863,6183,
251,10,305,5878,6193,
564,5,305,5888,6198,
601,9,305,5893,6207,
795,9,305,5902,6216,
392,4,306,5910,6220,
454,12,307,5913,6232,
638,8,307,5925,6240,
964,10,307,5933,6250,
31,3,308,5942,6253,
257,1,308,5945,6254,
735,8,308,5946,6262,
885,15,308,5954,6277,
456,13,310,5967,6290,
852,18,310,5980,6308,
10,2,311,5997,6310,
914,7,311,5999,6317,
818,15,317,6000,6332,
373,2,318,6014,6334,
441,6,318,6016,6340,
461,3,318,6022,6343,
773,10,318,6025,6353,
869,13,318,6035,6366,
907,13,319,6047,6379,
368,18,320,6059,6397,
656,15,320,6077,6412,
703,9,320,6092,6421,
828,9,320,6101,6430,
851,3,321,6109,6433,
271,6,322,6111,6439,
378,14,322,6117,6453,
736,5,322,6131,6458,
985,8,322,6136,6466,
517,14,323,6143,6480,
884,5,323,6157,6485,
290,7,324,6161,6492,
562,18,324,6168,6510,
647,3,324,6186,6513,
943,9,324,6189,6522,
947,17,324,6198,6539,
60,11,325,6214,6550,
443,7,325,6225,6557,
535,8,325,6232,6565,
510,6,326,6239,6571,
669,5,326,6245,6576,
791,14,326,6250,6590,
48,19,328,6262,6609,
169,2,328,6281,6611,
711,10,328,6283,6621,
896,2,328,6293,6623,
58,7,329,6294,6630,
599,8,329,6301,6638,
273,17,330,6308,6655,
381,18,330,6325,6673,
597,13,330,6343,6686,
856,9,330,6356,6695,
73,3,331,6364,6698,
77,5,331,6367,6703,
322,13,331,6372,6716,
27,11,332,6384,6727,
357,7,332,6395,6734,
651,19,332,6402,6753,
876,19,332,6421,6772,
905,12,332,6440,6784,
760,6,333,6451,6790,
220,3,334,6456,6793,
244,5,334,6459,6798,
527,1,334,6464,6799,
877,8,334,6465,6807,
206,15,335,6472,6822,
854,7,335,6487,6829,
260,2,336,6493,6831,
500,7,337,6494,6838,
305,15,339,6499,6853,
32,19,340,6513,6872,
968,7,340,6532,6879,
133,11,344,6535,6890,
162,10,344,6546,6900,
556,5,344,6556,6905,
624,8,344,6561,6913,
682,4,345,6568,6917,
850,9,345,6572,6926,
863,1,345,6581,6927,
296,16,347,6580,6943,
20,18,349,6594,6961,
95,17,349,6612,6978,
621,19,349,6629,6997,
628,4,349,6648,7001,
918,6,349,6652,7007,
227,14,350,6657,7021,
910,5,351,6670,7026,
990,2,352,6674,7028,
622,19,353,6675,7047,
657,13,353,6694,7060,
676,15,353,6707,7075,
3,2,355,6720,7077,
131,9,355,6722,7086,
641,14,355,6731,7100,
700,17,356,6744,7117,
898,12,356,6761,7129,
455,11,357,6772,7140,
545,4,357,6783,7144,
652,14,357,6787,7158,
160,14,358,6800,7172,
502,9,358,6814,7181,
653,1,359,6822,7182,
54,2,361,6821,7184,
417,1,361,6823,7185,
705,4,361,6824,7189,
849,18,361,6828,7207,
325,4,362,6845,7211,
385,2,362,6849,7213,
654,15,362,6851,7228,
751,4,362,6866,7232,
148,5,364,6868,7237,
210,14,365,6872,7251,
369,1,365,6886,7252,
482,5,365,6887,7257,
897,9,365,6892,7266,
287,18,367,6899,7284,
231,17,368,6916,7301,
261,3,368,6933,7304,
579,6,368,6936,7310,
436,5,369,6941,7315,
639,8,369,6946,7323,
679,11,370,6953,7334,
174,4,371,6963,7338,
318,15,371,6967,7353,
873,12,371,6982,7365,
122,10,372,6993,7375,
459,1,372,7003,7376,
868,14,372,7004,7390,
973,9,372,7018,7399,
670,11,373,7026,7410,
817,10,373,7037,7420,
366,12,374,7046,7432,
547,1,374,7058,7433,
59,18,375,7058,7451,
218,1,376,7075,7452,
264,10,376,7076,7462,
430,13,376,7086,7475,
495,10,376,7099,7485,
106,16,377,7108,7501,
675,6,377,7124,7507,
689,11,377,7130,7518,
956,19,377,7141,7537,
33,19,378,7159,7556,
175,11,380,7176,7567,
376,8,380,7187,7575,
313,18,381,7194,7593,
961,1,382,7211,7594,
212,14,383,7211,7608,
223,9,383,7225,7617,
102,15,384,7233,7632,
348,19,384,7248,7651,
537,16,384,7267,7667,
136,9,385,7282,7676,
196,13,385,7291,7689,
295,2,385,7304,7691,
329,12,385,7306,7703,
446,6,385,7318,7709,
494,7,385,7324,7716,
644,18,385,7331,7734,
1,18,386,7348,7752,
85,5,386,7366,7757,
761,6,386,7371,7763,
149,13,387,7376,7776,
156,19,387,7389,7795,
478,16,387,7408,7811,
824,13,387,7424,7824,
960,13,387,7437,7837,
107,11,388,7449,7848,
426,11,388,7460,7859,
722,13,388,7471,7872,
775,11,388,7484,7883,
57,15,389,7494,7898,
326,17,389,7509,7915,
347,16,389,7526,7931,
753,9,389,7542,7940,
259,10,391,7549,7950,
280,15,391,7559,7965,
595,9,391,7574,7974,
888,13,391,7583,7987,
80,6,392,7595,7993,
90,4,392,7601,7997,
423,10,392,7605,8007,
557,14,393,7614,8021,
942,17,394,7627,8038,
998,19,394,7644,8057,
380,7,396,7661,8064,
47,14,397,7667,8078,
419,14,397,7681,8092,
451,10,397,7695,8102,
399,16,398,7704,8118,
483,13,398,7720,8131,
889,13,398,7733,8144,
731,17,399,7745,8161,
420,6,401,7760,8167,
491,11,401,7766,8178,
769,11,401,7777,8189,
105,6,402,7787,8195,
913,4,402,7793,8199,
292,15,403,7796,8214,
317,16,403,7811,8230,
379,1,403,7827,8231,
490,17,403,7828,8248,
640,11,403,7845,8259,
161,14,404,7855,8273,
813,15,404,7869,8288,
127,10,405,7883,8298,
697,12,405,7893,8310,
953,9,405,7905,8319,
984,1,405,7914,8320,
699,7,406,7914,8327,
137,10,407,7920,8337,
52,5,408,7929,8342,
593,8,409,7933,8350,
365,7,410,7940,8357,
558,9,410,7947,8366,
252,12,411,7955,8378,
542,10,411,7967,8388,
598,13,411,7977,8401,
606,16,411,7990,8417,
729,1,411,8006,8418,
783,6,411,8007,8424,
66,18,412,8012,8442,
463,3,412,8030,8445,
493,11,412,8033,8456,
582,15,413,8043,8471,
696,4,413,8058,8475,
337,2,414,8061,8477,
871,3,414,8063,8480,
874,19,415,8065,8499,
475,12,416,8083,8511,
820,7,416,8095,8518,
686,10,417,8101,8528,
384,4,418,8110,8532,
520,16,418,8114,8548,
531,9,418,8130,8557,
580,5,418,8139,8562,
46,6,419,8143,8568,
553,19,419,8149,8587,
977,7,419,8168,8594,
710,17,420,8174,8611,
408,6,421,8190,8617,
473,14,421,8196,8631,
569,7,421,8210,8638,
64,15,423,8215,8653,
82,2,423,8230,8655,
221,17,423,8232,8672,
819,15,424,8248,8687,
178,15,425,8262,8702,
188,18,426,8276,8720,
191,5,426,8294,8725,
499,14,427,8298,8739,
567,17,427,8312,8756,
747,16,427,8329,8772,
811,9,430,8342,8781,
270,16,432,8349,8797,
277,3,432,8365,8800,
462,18,432,8368,8818,
86,14,433,8385,8832,
266,17,433,8399,8849,
375,19,433,8416,8868,
969,8,433,8435,8876,
11,1,434,8442,8877,
255,8,434,8443,8885,
428,12,435,8450,8897,
521,16,435,8462,8913,
774,12,435,8478,8925,
319,10,436,8489,8935,
808,10,436,8499,8945,
382,3,437,8508,8948,
533,14,437,8511,8962,
803,7,437,8525,8969,
771,12,438,8531,8981,
971,2,438,8543,8983,
200,2,439,8544,8985,
554,5,439,8546,8990,
480,11,440,8550,9001,
359,14,441,8560,9015,
691,17,441,8574,9032,
921,2,441,8591,9034,
113,11,443,8591,9045,
338,3,443,8602,9048,
970,9,443,8605,9057,
44,12,444,8613,9069,
400,7,444,8625,9076,
844,7,444,8632,9083,
412,3,445,8638,9086,
987,1,445,8641,9087,
8,19,446,8641,9106,
68,10,446,8660,9116,
130,13,446,8670,9129,
972,11,446,8683,9140,
492,13,447,8693,9153,
814,17,447,8706,9170,
934,8,447,8723,9178,
963,13,447,8731,9191,
233,15,448,8743,9206,
84,4,449,8757,9210,
501,16,449,8761,9226,
405,12,450,8776,9238,
800,19,451,8787,9257,
21,19,452,8805,9276,
514,1,452,8824,9277,
666,17,452,8825,9294,
955,5,452,8842,9299,
71,15,453,8846,9314,
349,14,453,8861,9328,
915,8,453,8875,9336,
321,13,454,8882,9349,
994,11,454,8895,9360,
193,1,456,8904,9361,
407,11,456,8905,9372,
439,6,456,8916,9378,
714,6,456,8922,9384,
908,11,457,8927,9395,
12,5,458,8937,9400,
479,16,458,8942,9416,
576,8,458,8958,9424,
316,17,459,8965,9441,
602,18,459,8982,9459,
715,9,459,9000,9468,
798,2,459,9009,9470,
297,8,460,9010,9478,
978,12,460,9018,9490,
484,7,461,9029,9497,
615,17,461,9036,9514,
779,10,461,9053,9524,
37,10,462,9062,9534,
152,15,463,9071,9549,
660,1,463,9086,9550,
648,9,464,9086,9559,
785,2,464,9095,9561,
103,19,465,9096,9580,
355,18,465,9115,9598,
402,14,465,9133,9612,
96,3,466,9146,9615,
222,15,466,9149,9630,
577,8,466,9164,9638,
498,6,467,9171,9644,
154,17,468,9176,9661,
566,9,468,9193,9670,
591,1,468,9202,9671,
45,4,470,9201,9675,
440,7,470,9205,9682,
726,1,470,9212,9683,
806,17,470,9213,9700,
822,16,470,9230,9716,
695,19,472,9244,9735,
867,2,472,9263,9737,
100,13,474,9263,9750,
237,12,474,9276,9762,
240,17,474,9288,9779,
395,16,474,9305,9795,
995,5,474,9321,9800,
746,3,475,9325,9803,
403,1,476,9327,9804,
477,3,476,9328,9807,
511,10,476,9331,9817,
26,3,477,9340,9820,
83,6,477,9343,9826,
632,14,478,9348,9840,
190,4,479,9361,9844,
584,13,479,9365,9857,
588,16,479,9378,9873,
164,16,480,9393,9889,
555,18,480,9409,9907,
79,9,482,9425,9916,
890,3,482,9434,9919,
437,19,483,9436,9938,
286,14,484,9454,9952,
377,15,484,9468,9967,
707,2,484,9483,9969,
344,8,485,9484,9977,
413,4,485,9492,9981,
167,5,486,9495,9986,
572,12,486,9500,9998,
345,19,487,9511,10017,
627,2,487,9530,10019,
757,13,487,9532,10032,
758,16,487,9545,10048,
78,6,488,9560,10054,
311,11,488,9566,10065,
448,16,488,9577,10081,
744,3,488,9593,10084,
655,17,489,9595,10101,
241,5,490,9611,10106,
701,2,490,9616,10108,
883,5,490,9618,10113,
444,6,492,9621,10119,
452,6,492,9627,10125,
539,15,492,9633,10140,
586,7,492,9648,10147,
748,4,492,9655,10151,
766,6,494,9657,10157,
859,14,494,9663,10171,
782,14,495,9676,10185,
848,7,495,9690,10192,
342,14,496,9696,10206,
544,9,496,9710,10215,
173,3,497,9718,10218,
487,1,497,9721,10219,
894,7,497,9722,10226,
192,12,498,9728,10238,
331,7,498,9740,10245,
