Sredni czas oczekiwania: 13072.188
pNumber,burstTime,arrivalTime,waitingTime,endTime
490,23,293,1903,2219,
255,23,317,1902,2242,
866,23,338,1904,2265,
674,23,345,1920,2288,
791,23,354,1934,2311,
489,23,357,1954,2334,
224,23,388,1946,2357,
174,23,398,1959,2380,
579,23,399,1981,2403,
56,23,415,1988,2426,
759,23,434,1992,2449,
850,23,434,2015,2472,
25,23,435,2037,2495,
604,23,436,2059,2518,
43,23,444,2074,2541,
687,23,479,2062,2564,
895,24,12,2552,2588,
405,24,40,2548,2612,
994,24,48,2564,2636,
670,24,61,2575,2660,
692,24,74,2586,2684,
118,24,82,2602,2708,
139,24,112,2596,2732,
693,24,127,2605,2756,
797,24,129,2627,2780,
788,24,131,2649,2804,
739,24,150,2654,2828,
130,24,156,2672,2852,
682,24,169,2683,2876,
609,24,175,2701,2900,
378,24,187,2713,2924,
327,24,193,2731,2948,
425,24,207,2741,2972,
923,24,215,2757,2996,
842,24,229,2767,3020,
724,24,233,2787,3044,
653,24,236,2808,3068,
660,24,238,2830,3092,
498,24,240,2852,3116,
749,24,256,2860,3140,
35,24,257,2883,3164,
517,24,259,2905,3188,
881,24,276,2912,3212,
366,24,281,2931,3236,
763,24,311,2925,3260,
279,24,334,2926,3284,
7,24,347,2937,3308,
799,24,353,2955,3332,
52,24,355,2977,3356,
778,24,365,2991,3380,
709,24,383,2997,3404,
162,24,390,3014,3428,
432,24,416,3012,3452,
935,24,421,3031,3476,
0,24,454,3022,3500,
419,24,465,3035,3524,
754,24,465,3059,3548,
196,24,470,3078,3572,
590,24,475,3097,3596,
795,24,483,3113,3620,
890,25,5,3615,3645,
181,25,13,3632,3670,
293,25,34,3636,3695,
257,25,47,3648,3720,
418,25,50,3670,3745,
758,25,67,3678,3770,
234,25,70,3700,3795,
114,25,93,3702,3820,
272,25,99,3721,3845,
245,25,107,3738,3870,
300,25,108,3762,3895,
269,25,124,3771,3920,
465,25,125,3795,3945,
844,25,129,3816,3970,
342,25,139,3831,3995,
586,25,155,3840,4020,
211,25,164,3856,4045,
206,25,166,3879,4070,
202,25,175,3895,4095,
276,25,190,3905,4120,
307,25,192,3928,4145,
435,25,223,3922,4170,
985,25,226,3944,4195,
519,25,246,3949,4220,
53,25,255,3965,4245,
313,25,284,3961,4270,
750,25,301,3969,4295,
240,25,311,3984,4320,
752,25,315,4005,4345,
57,25,316,4029,4370,
501,25,335,4035,4395,
952,25,341,4054,4420,
107,25,346,4074,4445,
862,25,398,4047,4470,
445,25,415,4055,4495,
861,25,432,4063,4520,
302,25,447,4073,4545,
106,25,459,4086,4570,
144,25,488,4082,4595,
899,25,499,4096,4620,
316,26,22,4598,4646,
199,26,28,4618,4672,
846,26,74,4598,4698,
135,26,75,4623,4724,
267,26,90,4634,4750,
730,26,106,4644,4776,
328,26,119,4657,4802,
889,26,121,4681,4828,
967,26,124,4704,4854,
260,26,137,4717,4880,
626,26,145,4735,4906,
640,26,147,4759,4932,
237,26,158,4774,4958,
36,26,194,4764,4984,
898,26,194,4790,5010,
433,26,207,4803,5036,
75,26,226,4810,5062,
529,26,231,4831,5088,
986,26,235,4853,5114,
870,26,239,4875,5140,
155,26,240,4900,5166,
487,26,253,4913,5192,
526,26,258,4934,5218,
548,26,260,4958,5244,
413,26,270,4974,5270,
801,26,271,4999,5296,
358,26,278,5018,5322,
854,26,280,5042,5348,
394,26,299,5049,5374,
762,26,301,5073,5400,
745,26,314,5086,5426,
599,26,321,5105,5452,
908,26,321,5131,5478,
885,26,328,5150,5504,
824,26,336,5168,5530,
619,26,337,5193,5556,
92,26,341,5215,5582,
738,26,348,5234,5608,
941,26,351,5257,5634,
297,26,364,5270,5660,
494,26,370,5290,5686,
568,26,373,5313,5712,
184,26,374,5338,5738,
786,26,378,5360,5764,
442,26,379,5385,5790,
777,26,382,5408,5816,
946,26,384,5432,5842,
110,26,400,5442,5868,
502,26,406,5462,5894,
207,26,409,5485,5920,
492,26,409,5511,5946,
900,26,415,5531,5972,
522,26,431,5541,5998,
77,26,433,5565,6024,
534,26,446,5578,6050,
541,26,449,5601,6076,
907,26,452,5624,6102,
246,26,464,5638,6128,
877,26,467,5661,6154,
538,26,471,5683,6180,
817,26,483,5697,6206,
373,26,494,5712,6232,
422,27,2,6230,6259,
942,27,2,6257,6286,
488,27,14,6272,6313,
592,27,14,6299,6340,
150,27,19,6321,6367,
790,27,33,6334,6394,
32,27,34,6360,6421,
979,27,35,6386,6448,
689,27,40,6408,6475,
796,27,47,6428,6502,
897,27,55,6447,6529,
89,27,56,6473,6556,
938,27,56,6500,6583,
256,27,69,6514,6610,
614,27,76,6534,6637,
731,27,84,6553,6664,
4,27,86,6578,6691,
503,27,92,6599,6718,
732,27,100,6618,6745,
772,27,106,6639,6772,
618,27,132,6640,6799,
339,27,141,6658,6826,
169,27,152,6674,6853,
452,27,177,6676,6880,
314,27,186,6694,6907,
357,27,193,6714,6934,
591,27,201,6733,6961,
61,27,207,6754,6988,
504,27,207,6781,7015,
306,27,209,6806,7042,
665,27,216,6826,7069,
355,27,226,6843,7096,
734,27,241,6855,7123,
896,27,244,6879,7150,
828,27,248,6902,7177,
751,27,260,6917,7204,
324,27,262,6942,7231,
83,27,268,6963,7258,
971,27,271,6987,7285,
873,27,273,7012,7312,
728,27,286,7026,7339,
596,27,297,7042,7366,
848,27,299,7067,7393,
389,27,300,7093,7420,
638,27,311,7109,7447,
765,27,331,7116,7474,
159,27,333,7141,7501,
348,27,348,7153,7528,
798,27,355,7173,7555,
514,27,368,7187,7582,
40,27,380,7202,7609,
160,27,383,7226,7636,
863,27,385,7251,7663,
126,27,392,7271,7690,
956,27,392,7298,7717,
822,27,393,7324,7744,
361,27,394,7350,7771,
859,27,395,7376,7798,
481,27,403,7395,7825,
8,27,405,7420,7852,
939,27,411,7441,7879,
129,27,414,7465,7906,
194,27,442,7464,7933,
287,27,453,7480,7960,
462,27,456,7504,7987,
59,27,460,7527,8014,
832,27,463,7551,8041,
878,27,463,7578,8068,
595,27,480,7588,8095,
145,27,490,7605,8122,
645,27,494,7628,8149,
553,28,4,8145,8177,
621,28,8,8169,8205,
906,28,12,8193,8233,
329,28,13,8220,8261,
723,28,20,8241,8289,
460,28,21,8268,8317,
610,28,32,8285,8345,
391,28,33,8312,8373,
136,28,38,8335,8401,
208,28,38,8363,8429,
266,28,44,8385,8457,
773,28,51,8406,8485,
6,28,52,8433,8513,
430,28,53,8460,8541,
26,28,54,8487,8569,
583,28,60,8509,8597,
197,28,65,8532,8625,
416,28,70,8555,8653,
727,28,78,8575,8681,
601,28,88,8593,8709,
420,28,96,8613,8737,
776,28,103,8634,8765,
664,28,122,8643,8793,
555,28,128,8665,8821,
950,28,142,8679,8849,
473,28,145,8704,8877,
681,28,151,8726,8905,
818,28,166,8739,8933,
46,28,175,8758,8961,
918,28,176,8785,8989,
23,28,182,8807,9017,
530,28,186,8831,9045,
336,28,196,8849,9073,
518,28,199,8874,9101,
630,28,219,8882,9129,
629,28,233,8896,9157,
585,28,235,8922,9185,
429,28,240,8945,9213,
103,28,247,8966,9241,
755,28,258,8983,9269,
94,28,270,8999,9297,
5,28,286,9011,9325,
254,28,293,9032,9353,
172,28,300,9053,9381,
671,28,302,9079,9409,
382,28,313,9096,9437,
480,28,313,9124,9465,
325,28,323,9142,9493,
370,28,330,9163,9521,
515,28,333,9188,9549,
705,28,334,9215,9577,
37,28,337,9240,9605,
837,28,341,9264,9633,
512,28,352,9281,9661,
175,28,359,9302,9689,
764,28,375,9314,9717,
424,28,379,9338,9745,
988,28,387,9358,9773,
981,28,398,9375,9801,
410,28,406,9395,9829,
698,28,409,9420,9857,
532,28,424,9433,9885,
710,28,425,9460,9913,
81,28,433,9480,9941,
533,28,435,9506,9969,
282,28,446,9523,9997,
96,28,448,9549,10025,
146,28,450,9575,10053,
215,28,454,9599,10081,
454,28,459,9622,10109,
886,28,469,9640,10137,
561,28,470,9667,10165,
606,28,470,9695,10193,
125,28,495,9698,10221,
742,28,497,9724,10249,
277,28,499,9750,10277,
543,29,2,10275,10306,
137,29,14,10292,10335,
521,29,30,10305,10364,
322,29,33,10331,10393,
582,29,40,10353,10422,
616,29,43,10379,10451,
642,29,49,10402,10480,
485,29,52,10428,10509,
353,29,62,10447,10538,
340,29,75,10463,10567,
948,29,80,10487,10596,
231,29,89,10507,10625,
966,29,92,10533,10654,
803,29,93,10561,10683,
968,29,110,10573,10712,
185,29,112,10600,10741,
704,29,115,10626,10770,
995,29,115,10655,10799,
495,29,120,10679,10828,
594,29,133,10695,10857,
729,29,138,10719,10886,
71,29,139,10747,10915,
831,29,140,10775,10944,
892,29,140,10804,10973,
434,29,145,10828,11002,
623,29,145,10857,11031,
225,29,146,10885,11060,
273,29,152,10908,11089,
369,29,152,10937,11118,
16,29,153,10965,11147,
962,29,155,10992,11176,
945,29,157,11019,11205,
296,29,169,11036,11234,
983,29,178,11056,11263,
992,29,181,11082,11292,
976,29,183,11109,11321,
319,29,189,11132,11350,
868,29,196,11154,11379,
648,29,206,11173,11408,
770,29,208,11200,11437,
226,29,210,11227,11466,
388,29,210,11256,11495,
431,29,217,11278,11524,
768,29,222,11302,11553,
153,29,223,11330,11582,
940,29,229,11353,11611,
29,29,234,11377,11640,
400,29,239,11401,11669,
34,29,242,11427,11698,
857,29,246,11452,11727,
700,29,247,11480,11756,
117,29,248,11508,11785,
697,29,251,11534,11814,
337,29,254,11560,11843,
478,29,257,11586,11872,
683,29,260,11612,11901,
414,29,274,11627,11930,
766,29,279,11651,11959,
66,29,281,11678,11988,
38,29,284,11704,12017,
82,29,290,11727,12046,
980,29,291,11755,12075,
679,29,294,11781,12104,
961,29,295,11809,12133,
409,29,296,11837,12162,
655,29,302,11860,12191,
14,29,303,11888,12220,
191,29,304,11916,12249,
265,29,306,11943,12278,
148,29,307,11971,12307,
62,29,316,11991,12336,
426,29,320,12016,12365,
685,29,323,12042,12394,
221,29,336,12058,12423,
965,29,348,12075,12452,
949,29,351,12101,12481,
833,29,356,12125,12510,
223,29,358,12152,12539,
499,29,364,12175,12568,
262,29,365,12203,12597,
115,29,368,12229,12626,
347,29,378,12248,12655,
960,29,384,12271,12684,
233,29,385,12299,12713,
902,29,402,12311,12742,
399,29,406,12336,12771,
785,29,415,12356,12800,
49,29,422,12378,12829,
303,29,426,12403,12858,
903,29,426,12432,12887,
477,29,439,12448,12916,
188,29,442,12474,12945,
558,29,445,12500,12974,
87,29,459,12515,13003,
546,29,460,12543,13032,
360,29,471,12561,13061,
27,29,485,12576,13090,
853,30,1,13089,13120,
563,30,7,13113,13150,
30,30,19,13131,13180,
100,30,19,13161,13210,
28,30,29,13181,13240,
356,30,33,13207,13270,
888,30,40,13230,13300,
694,30,45,13255,13330,
163,30,64,13266,13360,
876,30,68,13292,13390,
867,30,70,13320,13420,
871,30,70,13350,13450,
741,30,75,13375,13480,
566,30,80,13400,13510,
954,30,85,13425,13540,
624,30,90,13450,13570,
677,30,90,13480,13600,
143,30,101,13499,13630,
735,30,104,13526,13660,
401,30,110,13550,13690,
701,30,114,13576,13720,
628,30,123,13597,13750,
865,30,123,13627,13780,
227,30,129,13651,13810,
578,30,132,13678,13840,
109,30,137,13703,13870,
284,30,139,13731,13900,
407,30,150,13750,13930,
580,30,156,13774,13960,
669,30,158,13802,13990,
680,30,165,13825,14020,
711,30,174,13846,14050,
289,30,177,13873,14080,
527,30,186,13894,14110,
290,30,193,13917,14140,
550,30,195,13945,14170,
230,30,220,13950,14200,
615,30,222,13978,14230,
238,30,223,14007,14260,
335,30,224,14036,14290,
659,30,234,14056,14320,
607,30,251,14069,14350,
855,30,252,14098,14380,
459,30,257,14123,14410,
275,30,268,14142,14440,
804,30,295,14145,14470,
639,30,301,14169,14500,
612,30,302,14198,14530,
21,30,304,14226,14560,
359,30,306,14254,14590,
661,30,312,14278,14620,
19,30,313,14307,14650,
913,30,315,14335,14680,
959,30,315,14365,14710,
774,30,317,14393,14740,
829,30,322,14418,14770,
761,30,334,14436,14800,
800,30,352,14448,14830,
379,30,354,14476,14860,
537,30,354,14506,14890,
849,30,359,14531,14920,
560,30,378,14542,14950,
740,30,380,14570,14980,
973,30,383,14597,15010,
753,30,387,14623,15040,
133,30,389,14651,15070,
887,30,393,14677,15100,
576,30,407,14693,15130,
647,30,408,14722,15160,
371,30,409,14751,15190,
368,30,411,14779,15220,
573,30,420,14800,15250,
663,30,432,14818,15280,
858,30,439,14841,15310,
509,30,453,14857,15340,
385,30,457,14883,15370,
323,30,458,14912,15400,
111,30,465,14935,15430,
209,30,473,14957,15460,
944,30,474,14986,15490,
157,30,480,15010,15520,
919,31,14,15506,15551,
542,31,17,15534,15582,
588,31,17,15565,15613,
510,31,34,15579,15644,
497,31,56,15588,15675,
39,31,63,15612,15706,
398,31,66,15640,15737,
690,31,73,15664,15768,
438,31,80,15688,15799,
393,31,92,15707,15830,
691,31,93,15737,15861,
813,31,93,15768,15892,
167,31,99,15793,15923,
484,31,99,15824,15954,
860,31,99,15855,15985,
441,31,100,15885,16016,
372,31,103,15913,16047,
951,31,109,15938,16078,
636,31,118,15960,16109,
320,31,121,15988,16140,
449,31,124,16016,16171,
283,31,132,16039,16202,
332,31,132,16070,16233,
792,31,134,16099,16264,
274,31,138,16126,16295,
156,31,144,16151,16326,
646,31,152,16174,16357,
996,31,154,16203,16388,
912,31,157,16231,16419,
930,31,161,16258,16450,
882,31,167,16283,16481,
50,31,172,16309,16512,
904,31,179,16333,16543,
936,31,183,16360,16574,
725,31,187,16387,16605,
309,31,192,16413,16636,
676,31,198,16438,16667,
771,31,205,16462,16698,
506,31,216,16482,16729,
922,31,223,16506,16760,
782,31,227,16533,16791,
787,31,228,16563,16822,
600,31,234,16588,16853,
264,31,235,16618,16884,
315,31,237,16647,16915,
825,31,249,16666,16946,
70,31,251,16695,16977,
649,31,258,16719,17008,
447,31,271,16737,17039,
168,31,274,16765,17070,
826,31,276,16794,17101,
222,31,282,16819,17132,
141,31,289,16843,17163,
179,31,292,16871,17194,
970,31,296,16898,17225,
3,31,298,16927,17256,
736,31,299,16957,17287,
989,31,310,16977,17318,
149,31,311,17007,17349,
695,31,311,17038,17380,
835,31,312,17068,17411,
200,31,319,17092,17442,
406,31,319,17123,17473,
201,31,323,17150,17504,
651,31,326,17178,17535,
189,31,328,17207,17566,
381,31,333,17233,17597,
417,31,334,17263,17628,
875,31,345,17283,17659,
128,31,353,17306,17690,
205,31,358,17332,17721,
569,31,361,17360,17752,
97,31,398,17354,17783,
182,31,404,17379,17814,
827,31,419,17395,17845,
953,31,435,17410,17876,
123,31,436,17440,17907,
101,31,447,17460,17938,
376,31,472,17466,17969,
551,31,472,17497,18000,
64,31,474,17526,18031,
15,31,475,17556,18062,
252,31,493,17569,18093,
444,31,499,17594,18124,
643,31,499,17625,18155,
104,32,6,18149,18187,
652,32,8,18179,18219,
673,32,13,18206,18251,
461,32,46,18205,18283,
810,32,47,18236,18315,
55,32,76,18239,18347,
343,32,76,18271,18379,
500,32,84,18295,18411,
781,32,86,18325,18443,
520,32,88,18355,18475,
964,32,88,18387,18507,
997,32,89,18418,18539,
392,32,93,18446,18571,
675,32,112,18459,18603,
883,32,116,18487,18635,
239,32,121,18514,18667,
654,32,124,18543,18699,
63,32,130,18569,18731,
229,32,134,18597,18763,
993,32,138,18625,18795,
177,32,145,18650,18827,
469,32,147,18680,18859,
933,32,162,18697,18891,
457,32,169,18722,18923,
278,32,186,18737,18955,
577,32,186,18769,18987,
963,32,190,18797,19019,
333,32,215,18804,19051,
593,32,217,18834,19083,
294,32,218,18865,19115,
48,32,223,18892,19147,
611,32,223,18924,19179,
688,32,252,18927,19211,
613,32,286,18925,19243,
67,32,289,18954,19275,
253,32,289,18986,19307,
88,32,297,19010,19339,
165,32,298,19041,19371,
421,32,300,19071,19403,
448,32,310,19093,19435,
794,32,315,19120,19467,
893,32,318,19149,19499,
847,32,319,19180,19531,
341,32,335,19196,19563,
387,32,345,19218,19595,
545,32,345,19250,19627,
305,32,347,19280,19659,
192,32,356,19303,19691,
637,32,373,19318,19723,
821,32,376,19347,19755,
248,32,388,19367,19787,
178,32,391,19396,19819,
744,32,392,19427,19851,
261,32,411,19440,19883,
383,32,418,19465,19915,
352,32,424,19491,19947,
408,32,425,19522,19979,
84,32,430,19549,20011,
98,32,431,19580,20043,
760,32,431,19612,20075,
312,32,433,19642,20107,
138,32,440,19667,20139,
491,32,451,19688,20171,
666,32,459,19712,20203,
584,32,460,19743,20235,
403,32,480,19755,20267,
90,32,497,19770,20299,
2,33,17,20282,20332,
869,33,26,20306,20365,
166,33,30,20335,20398,
390,33,41,20357,20431,
513,33,45,20386,20464,
911,33,51,20413,20497,
304,33,63,20434,20530,
475,33,66,20464,20563,
957,33,72,20491,20596,
263,33,73,20523,20629,
463,33,84,20545,20662,
437,33,88,20574,20695,
472,33,89,20606,20728,
271,33,92,20636,20761,
667,33,113,20648,20794,
22,33,122,20672,20827,
572,33,123,20704,20860,
872,33,125,20735,20893,
423,33,134,20759,20926,
113,33,143,20783,20959,
232,33,143,20816,20992,
154,33,144,20848,21025,
349,33,152,20873,21058,
571,33,158,20900,21091,
809,33,172,20919,21124,
486,33,182,20942,21157,
668,33,208,20949,21190,
456,33,219,20971,21223,
127,33,224,20999,21256,
483,33,227,21029,21289,
299,33,231,21058,21322,
482,33,239,21083,21355,
190,33,250,21105,21388,
557,33,252,21136,21421,
708,33,259,21162,21454,
78,33,267,21187,21487,
176,33,268,21219,21520,
856,33,282,21238,21553,
554,33,292,21261,21586,
707,33,299,21287,21619,
658,33,306,21313,21652,
99,33,309,21343,21685,
198,33,316,21369,21718,
927,33,318,21400,21751,
140,33,323,21428,21784,
943,33,323,21461,21817,
242,33,325,21492,21850,
811,33,325,21525,21883,
565,33,343,21540,21916,
132,33,346,21570,21949,
806,33,348,21601,21982,
991,33,361,21621,22015,
268,33,369,21646,22048,
544,33,386,21662,22081,
363,33,393,21688,22114,
780,33,405,21709,22147,
598,34,1,22146,22181,
635,34,17,22164,22215,
880,34,23,22192,22249,
575,34,31,22218,22283,
310,34,38,22245,22317,
281,34,45,22272,22351,
808,34,45,22306,22385,
183,34,50,22335,22419,
523,34,52,22367,22453,
884,34,54,22399,22487,
365,34,61,22426,22521,
783,34,63,22458,22555,
122,34,68,22487,22589,
259,34,88,22501,22623,
816,34,94,22529,22657,
915,34,97,22560,22691,
672,34,102,22589,22725,
47,34,112,22613,22759,
204,34,115,22644,22793,
686,34,142,22651,22827,
720,34,155,22672,22861,
581,34,178,22683,22895,
228,34,181,22714,22929,
346,34,186,22743,22963,
326,34,192,22771,22997,
147,34,195,22802,23031,
330,34,226,22805,23065,
20,34,227,22838,23099,
843,34,237,22862,23133,
836,34,267,22866,23167,
187,34,296,22871,23201,
212,34,301,22900,23235,
73,34,305,22930,23269,
41,34,319,22950,23303,
374,34,323,22980,23337,
975,34,323,23014,23371,
386,34,345,23026,23405,
468,34,361,23044,23439,
450,34,378,23061,23473,
171,34,381,23092,23507,
397,34,386,23121,23541,
217,34,391,23150,23575,
815,34,451,23124,23609,
864,34,463,23146,23643,
142,34,486,23157,23677,
934,35,1,23676,23712,
362,35,2,23710,23747,
288,35,44,23703,23782,
845,35,59,23723,23817,
476,35,81,23736,23852,
464,35,83,23769,23887,
937,35,85,23802,23922,
852,35,147,23775,23957,
982,35,155,23802,23992,
921,35,162,23830,24027,
947,35,208,23819,24062,
696,35,234,23828,24097,
722,35,244,23853,24132,
632,35,256,23876,24167,
634,35,262,23905,24202,
805,35,263,23939,24237,
134,35,268,23969,24272,
719,35,303,23969,24307,
840,35,324,23983,24342,
344,35,333,24009,24377,
715,35,334,24043,24412,
195,35,342,24070,24447,
120,35,352,24095,24482,
737,35,355,24127,24517,
131,35,359,24158,24552,
703,35,361,24191,24587,
516,35,384,24203,24622,
180,35,388,24234,24657,
467,35,395,24262,24692,
556,35,396,24296,24727,
158,35,421,24306,24762,
295,35,450,24312,24797,
987,35,450,24347,24832,
631,35,462,24370,24867,
436,35,468,24399,24902,
65,35,470,24432,24937,
650,35,480,24457,24972,
377,35,484,24488,25007,
213,35,485,24522,25042,
311,35,498,24544,25077,
779,36,5,25072,25113,
354,36,24,25089,25149,
18,36,40,25109,25185,
743,36,61,25124,25221,
726,36,81,25140,25257,
446,36,92,25165,25293,
220,36,98,25195,25329,
235,36,111,25218,25365,
807,36,117,25248,25401,
714,36,123,25278,25437,
151,36,125,25312,25473,
718,36,131,25342,25509,
984,36,132,25377,25545,
656,36,148,25397,25581,
164,36,149,25432,25617,
916,36,152,25465,25653,
214,36,156,25497,25689,
657,36,169,25520,25725,
901,36,171,25554,25761,
375,36,174,25587,25797,
244,36,233,25564,25833,
331,36,248,25585,25869,
60,36,249,25620,25905,
11,36,268,25637,25941,
793,36,293,25648,25977,
757,36,305,25672,26013,
203,36,310,25703,26049,
285,36,364,25685,26085,
746,36,368,25717,26121,
12,36,376,25745,26157,
891,36,389,25768,26193,
528,36,394,25799,26229,
45,36,412,25817,26265,
42,36,424,25841,26301,
258,36,459,25842,26337,
684,36,460,25877,26373,
451,36,467,25906,26409,
116,36,496,25913,26445,
920,37,36,26409,26482,
31,37,43,26439,26519,
44,37,142,26377,26556,
717,37,152,26404,26593,
124,37,161,26432,26630,
602,37,169,26461,26667,
79,37,181,26486,26704,
270,37,188,26516,26741,
10,37,218,26523,26778,
597,37,225,26553,26815,
874,37,226,26589,26852,
539,37,234,26618,26889,
972,37,247,26642,26926,
247,37,251,26675,26963,
562,37,257,26706,27000,
350,37,262,26738,27037,
587,37,280,26757,27074,
570,37,295,26779,27111,
958,37,307,26804,27148,
603,37,323,26825,27185,
756,37,343,26842,27222,
932,37,345,26877,27259,
292,37,358,26901,27296,
733,37,360,26936,27333,
924,37,367,26966,27370,
721,37,375,26995,27407,
589,37,378,27029,27444,
820,37,400,27044,27481,
216,37,403,27078,27518,
68,37,415,27103,27555,
86,38,22,27533,27593,
95,38,124,27469,27631,
524,38,153,27478,27669,
910,38,167,27502,27707,
928,38,180,27527,27745,
830,38,255,27490,27783,
617,38,290,27493,27821,
834,38,292,27529,27859,
210,38,335,27524,27897,
955,38,379,27518,27935,
712,38,380,27555,27973,
250,38,393,27580,28011,
51,38,407,27604,28049,
251,38,443,27606,28087,
894,39,13,28074,28126,
925,39,37,28089,28165,
364,39,68,28097,28204,
784,39,94,28110,28243,
380,39,117,28126,28282,
291,39,127,28155,28321,
914,39,133,28188,28360,
622,39,202,28158,28399,
13,39,243,28156,28438,
496,39,292,28146,28477,
24,39,431,28046,28516,
102,39,449,28067,28555,
549,39,482,28073,28594,
69,40,128,28466,28634,
977,40,181,28453,28674,
33,40,252,28422,28714,
427,40,393,28321,28754,
706,40,426,28328,28794,
455,41,36,28758,28835,
841,41,42,28793,28876,
173,41,293,28583,28917,
839,41,322,28595,28958,
218,41,350,28608,28999,
814,41,366,28633,29040,
525,41,371,28669,29081,
851,41,381,28700,29122,
338,41,422,28700,29163,
559,42,157,29006,29205,
511,42,456,28749,29247,
58,42,496,28751,29289,
931,44,125,29164,29333,
802,44,128,29205,29377,
625,46,278,29099,29423,
