Sredni czas oczekiwania: 34.4
pNumber,burstTime,arrivalTime,waitingTime,endTime
0,2,0,0,2,
2,3,0,2,5,
3,3,0,5,8,
8,8,0,8,16,
1,15,0,16,31,
4,15,0,31,46,
5,16,0,46,62,
9,16,0,62,78,
6,18,0,78,96,
7,18,0,96,114,
