Sredni czas oczekiwania: 3324.126
pNumber,burstTime,arrivalTime,waitingTime,endTime
671,9,126,1865,2000,
43,9,130,1870,2009,
51,9,138,1871,2018,
522,9,141,1877,2027,
958,9,142,1885,2036,
765,9,144,1892,2045,
267,9,154,1891,2054,
172,9,161,1893,2063,
659,9,182,1881,2072,
788,9,209,1863,2081,
831,9,226,1855,2090,
880,9,231,1859,2099,
931,9,240,1859,2108,
575,9,246,1862,2117,
829,9,249,1868,2126,
15,9,259,1867,2135,
861,9,276,1859,2144,
128,9,281,1863,2153,
668,9,285,1868,2162,
283,9,289,1873,2171,
182,9,290,1881,2180,
601,9,305,1875,2189,
795,9,305,1884,2198,
703,9,320,1878,2207,
828,9,320,1887,2216,
943,9,324,1892,2225,
856,9,330,1895,2234,
850,9,345,1889,2243,
131,9,355,1888,2252,
502,9,358,1894,2261,
897,9,365,1896,2270,
973,9,372,1898,2279,
223,9,383,1896,2288,
136,9,385,1903,2297,
753,9,389,1908,2306,
595,9,391,1915,2315,
953,9,405,1910,2324,
558,9,410,1914,2333,
531,9,418,1915,2342,
811,9,430,1912,2351,
970,9,443,1908,2360,
715,9,459,1901,2369,
648,9,464,1905,2378,
566,9,468,1910,2387,
79,9,482,1905,2396,
544,9,496,1900,2405,
892,10,32,2373,2415,
530,10,48,2367,2425,
620,10,51,2374,2435,
832,10,55,2380,2445,
460,10,70,2375,2455,
53,10,77,2378,2465,
464,10,84,2381,2475,
28,10,92,2383,2485,
692,10,92,2393,2495,
587,10,104,2391,2505,
926,10,105,2400,2515,
549,10,119,2396,2525,
845,10,126,2399,2535,
489,10,128,2407,2545,
688,10,133,2412,2555,
552,10,136,2419,2565,
949,10,137,2428,2575,
61,10,153,2422,2585,
269,10,169,2416,2595,
626,10,179,2416,2605,
110,10,183,2422,2615,
528,10,185,2430,2625,
394,10,196,2429,2635,
875,10,196,2439,2645,
523,10,203,2442,2655,
734,10,218,2437,2665,
837,10,232,2433,2675,
49,10,243,2432,2685,
565,10,246,2439,2695,
796,10,267,2428,2705,
674,10,277,2428,2715,
519,10,282,2433,2725,
251,10,305,2420,2735,
964,10,307,2428,2745,
773,10,318,2427,2755,
711,10,328,2427,2765,
162,10,344,2421,2775,
122,10,372,2403,2785,
817,10,373,2412,2795,
264,10,376,2419,2805,
495,10,376,2429,2815,
259,10,391,2424,2825,
423,10,392,2433,2835,
451,10,397,2438,2845,
127,10,405,2440,2855,
137,10,407,2448,2865,
542,10,411,2454,2875,
686,10,417,2458,2885,
319,10,436,2449,2895,
808,10,436,2459,2905,
68,10,446,2459,2915,
779,10,461,2454,2925,
37,10,462,2463,2935,
511,10,476,2459,2945,
114,11,15,2930,2956,
835,11,28,2928,2967,
725,11,61,2906,2978,
158,11,72,2906,2989,
927,11,72,2917,3000,
142,11,91,2909,3011,
324,11,112,2899,3022,
720,11,122,2900,3033,
117,11,124,2909,3044,
930,11,133,2911,3055,
235,11,138,2917,3066,
590,11,141,2925,3077,
870,11,149,2928,3088,
872,11,155,2933,3099,
65,11,160,2939,3110,
997,11,165,2945,3121,
673,11,167,2954,3132,
226,11,181,2951,3143,
308,11,194,2949,3154,
508,11,217,2937,3165,
623,11,217,2948,3176,
727,11,240,2936,3187,
604,11,267,2920,3198,
529,11,273,2925,3209,
936,11,273,2936,3220,
959,11,273,2947,3231,
60,11,325,2906,3242,
27,11,332,2910,3253,
133,11,344,2909,3264,
455,11,357,2907,3275,
679,11,370,2905,3286,
670,11,373,2913,3297,
689,11,377,2920,3308,
175,11,380,2928,3319,
107,11,388,2931,3330,
426,11,388,2942,3341,
775,11,388,2953,3352,
491,11,401,2951,3363,
769,11,401,2962,3374,
640,11,403,2971,3385,
493,11,412,2973,3396,
480,11,440,2956,3407,
113,11,443,2964,3418,
972,11,446,2972,3429,
994,11,454,2975,3440,
407,11,456,2984,3451,
908,11,457,2994,3462,
311,11,488,2974,3473,
764,12,4,3469,3485,
229,12,15,3470,3497,
609,12,16,3481,3509,
393,12,25,3484,3521,
937,12,27,3494,3533,
208,12,28,3505,3545,
112,12,34,3511,3557,
371,12,38,3519,3569,
97,12,39,3530,3581,
189,12,40,3541,3593,
19,12,61,3532,3605,
708,12,76,3529,3617,
72,12,99,3518,3629,
983,12,114,3515,3641,
236,12,116,3525,3653,
293,12,117,3536,3665,
449,12,124,3541,3677,
92,12,158,3519,3689,
488,12,165,3524,3701,
752,12,167,3534,3713,
410,12,177,3536,3725,
770,12,187,3538,3737,
415,12,213,3524,3749,
681,12,220,3529,3761,
570,12,230,3531,3773,
745,12,234,3539,3785,
945,12,236,3549,3797,
616,12,249,3548,3809,
291,12,255,3554,3821,
471,12,280,3541,3833,
360,12,296,3537,3845,
980,12,296,3549,3857,
698,12,301,3556,3869,
454,12,307,3562,3881,
905,12,332,3549,3893,
898,12,356,3537,3905,
873,12,371,3534,3917,
366,12,374,3543,3929,
329,12,385,3544,3941,
697,12,405,3536,3953,
252,12,411,3542,3965,
475,12,416,3549,3977,
428,12,435,3542,3989,
774,12,435,3554,4001,
771,12,438,3563,4013,
44,12,444,3569,4025,
405,12,450,3575,4037,
978,12,460,3577,4049,
237,12,474,3575,4061,
572,12,486,3575,4073,
192,12,498,3575,4085,
663,13,6,4079,4098,
180,13,29,4069,4111,
643,13,37,4074,4124,
25,13,38,4086,4137,
109,13,39,4098,4150,
202,13,46,4104,4163,
952,13,62,4101,4176,
121,13,67,4109,4189,
603,13,68,4121,4202,
717,13,91,4111,4215,
836,13,98,4117,4228,
954,13,103,4125,4241,
302,13,107,4134,4254,
254,13,108,4146,4267,
466,13,108,4159,4280,
589,13,117,4163,4293,
104,13,138,4155,4306,
830,13,147,4159,4319,
330,13,158,4161,4332,
559,13,176,4156,4345,
574,13,196,4149,4358,
650,13,196,4162,4371,
185,13,197,4174,4384,
447,13,205,4179,4397,
767,13,213,4184,4410,
739,13,220,4190,4423,
497,13,236,4187,4436,
917,13,244,4192,4449,
6,13,256,4193,4462,
737,13,259,4203,4475,
906,13,260,4215,4488,
759,13,281,4207,4501,
367,13,289,4212,4514,
299,13,299,4215,4527,
456,13,310,4217,4540,
869,13,318,4222,4553,
907,13,319,4234,4566,
597,13,330,4236,4579,
322,13,331,4248,4592,
657,13,353,4239,4605,
430,13,376,4229,4618,
196,13,385,4233,4631,
149,13,387,4244,4644,
824,13,387,4257,4657,
960,13,387,4270,4670,
722,13,388,4282,4683,
888,13,391,4292,4696,
483,13,398,4298,4709,
889,13,398,4311,4722,
598,13,411,4311,4735,
130,13,446,4289,4748,
492,13,447,4301,4761,
963,13,447,4314,4774,
321,13,454,4320,4787,
100,13,474,4313,4800,
584,13,479,4321,4813,
757,13,487,4326,4826,
724,14,3,4823,4840,
690,14,10,4830,4854,
38,14,20,4834,4868,
250,14,22,4846,4882,
637,14,28,4854,4896,
916,14,28,4868,4910,
416,14,30,4880,4924,
967,14,38,4886,4938,
780,14,44,4894,4952,
996,14,49,4903,4966,
573,14,59,4907,4980,
116,14,69,4911,4994,
256,14,70,4924,5008,
74,14,74,4934,5022,
583,14,77,4945,5036,
712,14,96,4940,5050,
633,14,101,4949,5064,
453,14,117,4947,5078,
181,14,150,4928,5092,
328,14,167,4925,5106,
882,14,172,4934,5120,
301,14,176,4944,5134,
713,14,195,4939,5148,
165,14,226,4922,5162,
485,14,232,4930,5176,
866,14,235,4941,5190,
962,14,236,4954,5204,
525,14,254,4950,5218,
793,14,254,4964,5232,
538,14,267,4965,5246,
401,14,268,4978,5260,
225,14,284,4976,5274,
784,14,288,4986,5288,
378,14,322,4966,5302,
517,14,323,4979,5316,
791,14,326,4990,5330,
227,14,350,4980,5344,
641,14,355,4989,5358,
652,14,357,5001,5372,
160,14,358,5014,5386,
210,14,365,5021,5400,
868,14,372,5028,5414,
212,14,383,5031,5428,
557,14,393,5035,5442,
47,14,397,5045,5456,
419,14,397,5059,5470,
161,14,404,5066,5484,
473,14,421,5063,5498,
499,14,427,5071,5512,
86,14,433,5079,5526,
533,14,437,5089,5540,
359,14,441,5099,5554,
349,14,453,5101,5568,
402,14,465,5103,5582,
632,14,478,5104,5596,
286,14,484,5112,5610,
859,14,494,5116,5624,
782,14,495,5129,5638,
342,14,496,5142,5652,
754,15,4,5648,5667,
989,15,31,5636,5682,
435,15,33,5649,5697,
108,15,35,5662,5712,
272,15,44,5668,5727,
141,15,65,5662,5742,
924,15,71,5671,5757,
334,15,88,5669,5772,
350,15,96,5676,5787,
383,15,100,5687,5802,
895,15,113,5689,5817,
762,15,114,5703,5832,
88,15,156,5676,5847,
432,15,176,5671,5862,
476,15,178,5684,5877,
992,15,178,5699,5892,
667,15,191,5701,5907,
118,15,200,5707,5922,
642,15,205,5717,5937,
421,15,207,5730,5952,
941,15,216,5736,5967,
298,15,217,5750,5982,
24,15,235,5747,5997,
469,15,238,5759,6012,
665,15,244,5768,6027,
838,15,246,5781,6042,
526,15,266,5776,6057,
5,15,273,5784,6072,
204,15,282,5790,6087,
792,15,287,5800,6102,
139,15,291,5811,6117,
14,15,302,5815,6132,
885,15,308,5824,6147,
818,15,317,5830,6162,
656,15,320,5842,6177,
206,15,335,5842,6192,
305,15,339,5853,6207,
676,15,353,5854,6222,
654,15,362,5860,6237,
318,15,371,5866,6252,
102,15,384,5868,6267,
57,15,389,5878,6282,
280,15,391,5891,6297,
292,15,403,5894,6312,
813,15,404,5908,6327,
582,15,413,5914,6342,
64,15,423,5919,6357,
819,15,424,5933,6372,
178,15,425,5947,6387,
233,15,448,5939,6402,
71,15,453,5949,6417,
152,15,463,5954,6432,
222,15,466,5966,6447,
377,15,484,5963,6462,
539,15,492,5970,6477,
248,16,5,6472,6493,
680,16,16,6477,6509,
929,16,17,6492,6525,
635,16,43,6482,6541,
332,16,49,6492,6557,
596,16,53,6504,6573,
846,16,74,6499,6589,
900,16,75,6514,6605,
857,16,80,6525,6621,
29,16,87,6534,6637,
805,16,88,6549,6653,
776,16,93,6560,6669,
422,16,98,6571,6685,
363,16,115,6570,6701,
195,16,121,6580,6717,
170,16,151,6566,6733,
613,16,151,6582,6749,
281,16,153,6596,6765,
333,16,160,6605,6781,
801,16,161,6620,6797,
541,16,162,6635,6813,
312,16,167,6646,6829,
179,16,200,6629,6845,
506,16,217,6628,6861,
702,16,222,6639,6877,
124,16,228,6649,6893,
740,16,230,6663,6909,
76,16,257,6652,6925,
693,16,265,6660,6941,
614,16,278,6663,6957,
274,16,282,6675,6973,
23,16,284,6689,6989,
296,16,347,6642,7005,
106,16,377,6628,7021,
537,16,384,6637,7037,
478,16,387,6650,7053,
347,16,389,6664,7069,
399,16,398,6671,7085,
317,16,403,6682,7101,
606,16,411,6690,7117,
520,16,418,6699,7133,
747,16,427,6706,7149,
270,16,432,6717,7165,
521,16,435,6730,7181,
501,16,449,6732,7197,
479,16,458,6739,7213,
822,16,470,6743,7229,
395,16,474,6755,7245,
588,16,479,6766,7261,
164,16,480,6781,7277,
758,16,487,6790,7293,
448,16,488,6805,7309,
2,17,9,7300,7326,
99,17,20,7306,7343,
823,17,40,7303,7360,
509,17,45,7315,7377,
486,17,47,7330,7394,
909,17,48,7346,7411,
155,17,57,7354,7428,
723,17,65,7363,7445,
925,17,68,7377,7462,
134,17,87,7375,7479,
568,17,101,7378,7496,
608,17,122,7374,7513,
144,17,127,7386,7530,
247,17,129,7401,7547,
30,17,130,7417,7564,
687,17,147,7417,7581,
467,17,149,7432,7598,
194,17,153,7445,7615,
503,17,162,7453,7632,
543,17,167,7465,7649,
718,17,173,7476,7666,
879,17,176,7490,7683,
306,17,186,7497,7700,
786,17,192,7508,7717,
903,17,198,7519,7734,
335,17,209,7525,7751,
300,17,219,7532,7768,
899,17,241,7527,7785,
911,17,251,7534,7802,
563,17,257,7545,7819,
571,17,279,7540,7836,
22,17,286,7550,7853,
677,17,303,7550,7870,
947,17,324,7546,7887,
273,17,330,7557,7904,
95,17,349,7555,7921,
700,17,356,7565,7938,
231,17,368,7570,7955,
326,17,389,7566,7972,
942,17,394,7578,7989,
731,17,399,7590,8006,
490,17,403,7603,8023,
710,17,420,7603,8040,
221,17,423,7617,8057,
567,17,427,7630,8074,
266,17,433,7641,8091,
691,17,441,7650,8108,
814,17,447,7661,8125,
666,17,452,7673,8142,
316,17,459,7683,8159,
615,17,461,7698,8176,
154,17,468,7708,8193,
806,17,470,7723,8210,
240,17,474,7736,8227,
655,17,489,7738,8244,
50,18,6,8238,8262,
232,18,15,8247,8280,
706,18,15,8265,8298,
115,18,21,8277,8316,
177,18,47,8269,8334,
512,18,47,8287,8352,
472,18,56,8296,8370,
661,18,60,8310,8388,
356,18,62,8326,8406,
778,18,64,8342,8424,
69,18,73,8351,8442,
289,18,76,8366,8460,
275,18,95,8365,8478,
431,18,95,8383,8496,
163,18,103,8393,8514,
228,18,107,8407,8532,
607,18,108,8424,8550,
123,18,135,8415,8568,
738,18,155,8413,8586,
858,18,176,8410,8604,
55,18,179,8425,8622,
215,18,191,8431,8640,
320,18,191,8449,8658,
865,18,191,8467,8676,
197,18,218,8458,8694,
157,18,228,8466,8712,
878,18,228,8484,8730,
840,18,232,8498,8748,
201,18,244,8504,8766,
304,18,255,8511,8784,
101,18,272,8512,8802,
213,18,275,8527,8820,
62,18,293,8527,8838,
249,18,300,8538,8856,
852,18,310,8546,8874,
368,18,320,8554,8892,
562,18,324,8568,8910,
381,18,330,8580,8928,
20,18,349,8579,8946,
849,18,361,8585,8964,
287,18,367,8597,8982,
59,18,375,8607,9000,
313,18,381,8619,9018,
644,18,385,8633,9036,
1,18,386,8650,9054,
66,18,412,8642,9072,
188,18,426,8646,9090,
462,18,432,8658,9108,
602,18,459,8649,9126,
355,18,465,8661,9144,
555,18,480,8664,9162,
418,19,8,9154,9181,
361,19,13,9168,9200,
605,19,15,9185,9219,
645,19,44,9175,9238,
339,19,56,9182,9257,
825,19,60,9197,9276,
923,19,62,9214,9295,
618,19,64,9231,9314,
548,19,71,9243,9333,
184,19,72,9261,9352,
327,19,92,9260,9371,
34,19,93,9278,9390,
470,19,99,9291,9409,
278,19,100,9309,9428,
631,19,101,9327,9447,
474,19,104,9343,9466,
145,19,106,9360,9485,
594,19,114,9371,9504,
809,19,134,9370,9523,
843,19,137,9386,9542,
159,19,140,9402,9561,
991,19,145,9416,9580,
406,19,157,9423,9599,
253,19,176,9423,9618,
678,19,197,9421,9637,
625,19,200,9437,9656,
341,19,202,9454,9675,
35,19,207,9468,9694,
912,19,207,9487,9713,
704,19,208,9505,9732,
279,19,226,9506,9751,
211,19,230,9521,9770,
425,19,239,9531,9789,
262,19,267,9522,9808,
310,19,281,9527,9827,
93,19,291,9536,9846,
48,19,328,9518,9865,
651,19,332,9533,9884,
876,19,332,9552,9903,
32,19,340,9563,9922,
621,19,349,9573,9941,
622,19,353,9588,9960,
956,19,377,9583,9979,
33,19,378,9601,9998,
348,19,384,9614,10017,
156,19,387,9630,10036,
998,19,394,9642,10055,
874,19,415,9640,10074,
553,19,419,9655,10093,
375,19,433,9660,10112,
8,19,446,9666,10131,
800,19,451,9680,10150,
21,19,452,9698,10169,
103,19,465,9704,10188,
695,19,472,9716,10207,
437,19,483,9724,10226,
345,19,487,9739,10245,
